    Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure
High,303.2249464929023,309.17639005868705,1353.2885692590166,64.03524785679113,83,0
High,296.7334305297528,312.3665187522479,1991.9080670431501,18.872933693779053,211,0
High,299.85817428912634,306.13564540977535,2510.8336450297575,73.48373022807102,10,0
High,296.16923535525393,313.06011710488485,2439.206570168523,51.33748077774179,65,0
Medium,301.8215316156163,307.5320748164236,2700.318825910547,61.67824765243287,12,0
High,304.49899668246076,307.48928987714595,1426.5641209807814,12.196578161179708,204,0
High,,310.9038096520386,1801.1636112998976,32.07134301393022,168,0
??,302.3388313080254,305.7011804574699,1651.427405954736,28.72117900767882,176,0
Low,301.32238150867863,305.2629772668467,2577.3921976874753,76.47164967015095,14,0
Medium,300.836050370081,307.6102866529345,1981.3673924499205,22.973699821623526,55,0
Medium,298.9012023468834,310.3806755073482,1242.9566950650662,59.49362086998648,181,0
Medium,298.55131647753814,314.07616386225226,2332.7430509414344,12.992747642450512,158,0
High,295.45249189018887,313.46435176307307,1821.916956522564,23.8378859985967,188,0
High,297.17908708252014,309.90446459920975,2049.8348213936197,33.701814797804694,185,0
High,295.1517688228683,305.37051993693495,2630.0598832159967,65.61540935123192,214,0
??,300.8141710558202,310.3525273462931,1610.7804394124987,65.29836060432604,187,0
Low,296.0585323587791,312.04795599925296,1584.4234809794834,76.68213032202134,52,0
High,303.73019394029717,308.39164532525035,1621.108006688143,74.17372518668193,213,1
Low,,306.11063303281657,1740.9727860155244,15.706021653151144,245,0
??,,307.7856795320566,1371.7663594337594,68.09074055012871,60,0
Medium,299.10857091840495,312.71588864467816,2315.551457293743,41.58215056780118,207,0
High,300.60579809001047,308.5124383228333,1531.8379485266184,70.61202635108134,248,1
Low,304.4265917696663,313.1198149068571,2681.833195632937,16.250037607179138,127,1
Low,295.8273403962367,308.19521451807475,1545.098102255793,67.5938371055135,41,0
High,297.53937771923694,306.6355503841382,1609.0272468940402,21.1749763300542,28,0
Medium,302.79988326910546,309.3584835951361,1675.232366097306,33.36891410485396,211,1
Medium,295.98737206882663,309.52274512289137,2429.6609552182654,12.019388020301516,219,0
Medium,295.7566110390411,305.16108218549334,1884.1703799072477,18.6609661730997,154,0
??,298.61541398754036,306.17045072706327,2510.93539844899,41.20081197886679,43,0
Low,295.9216795847243,306.8492601877282,2455.7659397692614,67.28368349441293,220,0
Low,300.850784422062,306.13587317378676,2687.184676427946,64.15688399555349,132,0
Low,297.262752508166,308.41526075421365,2410.5666481664875,26.470843324341928,179,0
??,303.9569796319937,314.6462285561702,1283.0578714705005,20.61833143484967,112,0
Low,302.83500080845255,310.0922253832708,2539.6500379184936,37.2484424087239,105,0
??,301.99705206099475,311.2755602387065,2700.9161547286576,71.82878430490193,229,0
Medium,301.169440273845,308.5638647852303,2789.9027080794704,16.39975519141022,180,0
High,303.63465730341466,308.23487761643145,1400.4281506119441,48.00398072410452,179,0
Low,297.2306206154276,305.2314677191501,2181.237230922455,16.216523558212934,37,0
Low,303.73108842764225,310.00333655676025,1519.133865414655,42.914848481496726,171,0
Medium,302.8949229842405,309.83609006751664,1620.0154254601584,18.87540585126876,180,0
High,302.48160826387686,306.57830726181123,2392.9349411565727,15.623585449955534,114,0
??,300.61255678074923,312.64324000206705,2764.2683483184965,23.35945331445093,129,0
High,297.462441609706,309.92674330311,2151.7688023408364,27.867921355813632,108,0
Medium,299.23547915991895,308.38993970161573,2560.9351517155956,29.338576539199735,181,0
Medium,,306.46908909022926,1214.2140861261246,55.168756307313295,83,0
High,295.31778484357324,310.5216082697101,1258.6106237593908,13.848731293601688,234,0
??,302.8205076926376,312.5281702608881,2154.7589397213815,15.656634193375488,238,0
??,297.4007074048757,307.8199935268497,1822.3729625607025,23.209431303548698,204,0
Low,296.443092007216,307.18794351576724,2623.612503957046,71.04441484269954,217,0
??,296.157013181803,310.21934964064576,1683.171060937174,54.002344824426295,162,0
High,295.27250011950815,306.55343302510016,1891.281644006476,61.125876143156894,45,0
Medium,300.23586485221455,311.66613386594287,2044.6547165305092,35.92535088903614,199,0
Low,297.1825987269373,311.0534362794423,1636.862132617996,24.92542443490006,91,0
Low,304.8943176577963,305.8708204959143,2653.591787925271,12.657295267403896,104,0
Medium,300.74436755872205,305.36520379381375,1943.2537354529554,44.19749339803246,206,0
??,296.3788526935601,311.20288652588584,1878.648974590427,50.1996674959119,182,0
Medium,301.88762540811365,307.9429377398874,2559.604878294932,72.79019560643982,241,0
??,303.97743566509723,305.864457531734,1699.1654426366376,71.74650851242959,71,0
Medium,302.45179495369615,312.59428704956485,2507.9445512175375,39.72796109305784,138,0
High,295.7643986103945,308.1404400301764,1395.6365643541592,39.65045503024235,28,0
??,303.9588418119266,309.5959954963822,1492.4616533838393,21.278602770108357,196,0
High,302.9392938585996,307.3681292745377,2721.3466658747757,28.02142914898136,190,0
Low,296.58303900105614,311.27317078357964,2547.915985292333,74.7964503424624,46,0
Medium,295.51785888732815,308.0148841535436,1820.63824233025,19.87252076546415,110,0
Low,300.57310575314307,314.68020961227626,2221.530317947247,77.80896827205561,249,0
Low,296.5603581133998,312.0294754861691,2708.752303089529,45.33169851506375,6,0
Low,303.3459095259527,306.3672227637347,1538.9742445825348,,116,0
Low,298.5833465667167,309.16694839673465,1294.416752356801,22.224686648044816,63,0
Medium,304.12892444736576,308.85421099729876,2059.9489032084884,56.30788753377366,81,0
Low,,310.34247110720383,1428.1550058617493,42.18918628535735,63,0
Medium,296.8267238423967,313.41930674479255,1499.7105483382002,35.94641475392549,91,0
Medium,296.395988673598,310.83422015183004,2626.462703570527,,11,0
High,300.76472437557754,305.615566776,1211.845533831826,14.654076211041039,11,0
??,302.6188361186244,311.55415696802856,2506.9120423421896,46.35296815857671,35,1
??,302.8150564774218,305.0826529794586,2027.1212421369721,31.903583314104573,28,0
Medium,297.7575740444128,312.79960460540394,2094.8710202324805,59.55056421019405,138,0
High,297.04246758912166,311.6663607241124,2274.82873673018,60.64656497244067,180,0
Medium,295.16756304492384,308.0878565835259,1890.3119876928167,33.24749080764575,197,0
Medium,301.7919915120117,307.92441804589515,1384.9790211078637,56.838447849673265,84,0
Medium,295.76568258433537,312.9827299654631,1364.512358087718,28.1072668195646,73,0
High,299.20761201765924,312.8333669192462,2406.9795186943084,60.902160836950706,223,0
??,301.01682164018297,308.5230235437676,1553.6562292276558,11.125400188165539,46,0
High,304.37108944919675,307.9894772807978,1244.9626937882308,20.612613688971894,160,0
Low,298.1180213695577,310.5982478888279,2767.382222558306,27.150606333520535,80,0
High,297.4977216244652,305.08365659984145,2768.6264309771095,64.10548408905544,194,0
High,301.541601542861,305.82667037986545,1805.0261397500478,14.646337715908597,120,0
High,301.1923903205358,306.26169590148737,1240.838151291381,23.16400006008717,42,0
High,298.32109783308124,306.85411817827173,2363.6234537483997,35.103687385363585,145,0
??,304.28101835509784,310.1201812667547,2529.6192967770708,,73,0
Low,303.4486232748963,314.9224191486112,1400.0219041852956,63.3484682762086,52,0
??,297.2398254586508,311.5261340174735,1416.733783854778,49.20736047704942,232,0
??,297.3914254543452,305.61298794449226,2515.558399514865,73.04755709140122,38,0
High,300.1230034688708,310.25579374062244,2675.0518219443757,12.172172278146181,106,0
Medium,302.7357210173072,309.96645212389507,2465.2077386786395,28.997347863642418,199,0
Medium,295.4404037938846,306.4416781581805,1521.1919186712473,61.18761602056915,161,0
??,,314.2027236880241,1858.4339510947534,57.26045936142821,36,0
??,301.48235897382096,309.4076524767537,2161.3478813854626,27.014020842329554,168,1
High,297.31480095912985,314.9455914060974,1456.469558113326,51.69814144776435,96,0
??,301.81353013241346,309.20072295252163,1536.9639882120132,65.56303571754276,48,0
High,304.40183191252083,311.0795770268361,1652.617715309688,12.336649233423032,127,0
Medium,295.4678584497177,306.0476253645144,2015.2212324653383,60.23398778085904,9,0
Medium,298.1965205529206,309.5422782380687,2017.287819484076,27.64679455797829,39,0
Low,299.38176716666356,307.3876589400397,2502.871230956084,76.34959019738926,145,0
Medium,303.99260358924687,313.3556479857123,2404.816321100201,47.67541549527758,152,0
??,304.6226144660916,312.8391958486754,2661.9770801759073,12.33703278418968,105,0
Medium,299.4411524649633,313.2417999962536,2532.6427565193544,38.24014331477887,40,0
High,302.5002841214219,312.2360943775795,1606.2040772890475,,163,0
Medium,300.31661023764485,313.3268322362005,1730.0748308864,61.12610952709495,1,0
Low,300.37782934741375,307.00828750174924,2000.6771898120542,31.03353025805235,210,0
Medium,297.78099515066356,309.520437765798,1222.8338153018312,50.26871060197064,201,0
High,297.1695624586388,311.9184687994597,2646.2432100539545,51.937094893371736,176,0
High,297.8800534592404,311.37392497935133,1270.9507400997427,11.634371254824716,194,0
??,300.5632800725708,312.1635448287409,1715.9060333066182,22.518335287445538,52,0
Medium,295.29155186022086,307.2425838315123,2110.6796659142506,,146,0
High,304.07248944356405,305.9843470904499,2028.5462217709853,38.192679094348236,242,0
Low,296.56283709549774,314.1680657807478,2247.1358285213996,23.302647016411257,25,0
??,297.2008867687139,310.60171895567356,2044.0322804707343,64.08681144049189,53,0
Low,300.1827617644765,306.53825924507413,1566.402281124855,44.22964164751338,242,0
Medium,302.1011476633728,312.93436581887363,1521.725100470195,31.69811996567944,50,0
Medium,295.95729054744396,314.14929936629284,2651.5953105207977,21.317414249102214,238,0
Medium,298.1769469754716,306.69563518571107,1622.3467787769482,52.781435395414164,152,0
??,304.6867460557436,313.1741245526911,1649.5635742072216,56.63829118629596,113,1
High,297.62342966780943,314.33225061319126,1860.7246337605513,56.87180516039667,16,0
??,298.13050145063147,314.3836160029602,1423.1013234399584,25.420115220209194,201,0
Low,303.3649849061803,314.141564616535,2011.6365510771848,51.67368850556465,119,1
??,295.50214431690455,310.46421012360105,2264.05081872341,73.37845254008992,188,0
Low,299.6461316880897,308.5621131725387,2457.600787323787,34.723132053409124,45,0
??,298.7961676445167,305.0727280769401,2338.326786982767,24.753685284929087,242,0
High,,305.6091222687153,1436.217542528422,64.05046612145334,54,0
Low,297.85699594044763,309.28839015297393,1929.7074319534781,22.3818058111616,49,0
Medium,295.9137410486041,308.9932614639151,1261.7379212930855,27.762410427642436,74,0
Medium,298.1482582935165,306.8471390956988,1228.4767947535188,17.045107601837373,10,0
??,295.4305240271567,308.9548002803166,1904.208669238081,28.75120212522685,139,1
Medium,302.80963863644433,306.7465006545537,1604.7367911322065,38.72345463504848,167,1
Low,298.9822779395801,313.4879125277584,2293.3772717973807,14.491050336009378,47,0
Medium,299.4390383231991,307.98194877875596,2358.78525890146,71.01962376281104,120,0
High,303.9359458645013,310.9856435015831,2632.6459592932088,45.957235455168,55,0
High,301.5805498386122,310.02843061999084,2417.092021662462,51.16725423219713,7,0
??,,305.5188207759399,1277.1905970184666,35.990002950341804,215,0
Low,304.4317482296128,314.4223371949117,1794.5968165724285,56.88846606877383,13,0
High,297.3714446597771,310.2722597825048,1636.8373628033953,40.22472150957215,214,0
High,296.0761418475986,308.2505764339181,1817.811919723458,63.29196421774715,113,0
Low,302.6812817838088,306.58126569633066,1456.1210543499226,67.4981500460785,183,0
Medium,300.0047731586672,308.3852663472684,1356.3265659049496,57.029437832056594,244,0
Medium,299.3377056601802,305.2051160302339,2033.575268013441,44.39349334219614,53,0
??,297.4950307968274,308.63558155348295,2352.6100973862312,64.75885454215594,227,0
Medium,300.4747148986232,310.31485927304504,2323.0574430911083,44.59997179833944,16,0
Low,297.7438460520259,313.71866245850947,1921.5109154819634,17.805693305869813,172,0
High,304.0158300528707,311.873744176978,2035.6463780623137,18.143815627087434,132,0
Medium,297.15204479733194,306.11582313133243,2026.1259560138262,76.40081977431008,130,0
??,303.8435515045575,306.47746324437963,2306.51260442889,24.94941059205133,8,0
Medium,300.59405425727357,309.28123367818375,1276.6802815296385,67.11474937153835,211,0
Low,303.2848813389524,306.95707751638787,2335.8337741939586,27.269378509251997,121,0
??,,305.27849777582753,2131.52144121166,40.15460656997715,113,0
Medium,301.9669511143675,313.0501488011807,1516.9739434745188,55.84636784687009,19,0
??,298.24345807695056,305.19522570697995,1278.4941659940232,21.120702102713288,242,0
Low,297.338969314722,313.3068960519801,1373.6444648926215,61.607254185471426,82,0
High,297.1088622768079,306.44103963032967,2039.5061462708313,58.29390807895768,20,0
Low,303.5719165705959,314.74678410807115,2413.4536481460527,48.015802237404806,207,0
Low,303.2042682025902,311.0387391182619,1735.4516593992018,49.612282922970266,32,1
Low,299.40573528012305,312.3498297162989,1806.5982571283548,17.404025546511328,132,0
Low,296.32404613496453,306.1048362796806,2694.63426407378,40.51644053045856,151,0
High,298.82252251977457,313.6210407345148,1540.8209344521215,16.05999767503372,190,0
High,301.19343454136913,313.39192342871536,1365.9990793205625,31.550430372345744,206,0
??,299.5440315447995,311.5299273154172,1749.4561820800286,,25,0
Medium,302.80189268482997,310.02274864595387,2393.475391187638,50.21733803883544,107,0
High,304.97622822251384,312.2148917313167,2201.7236656898112,61.989240670687714,88,0
High,296.911320884489,305.05928215336877,1865.2727029913108,50.172010716312464,91,0
Medium,299.5965081965957,310.92440755398457,2743.604052530929,23.596573060465435,32,0
High,299.3098390192082,313.47406134929236,2375.9943012713175,51.6365821045924,237,0
Low,298.0449253274895,308.56899887174757,1298.9782790132701,,17,0
Low,296.9809551672029,306.0828935648292,2391.4103101664773,19.688350200691925,17,0
Medium,295.6569211648966,309.20877249743205,1238.4616894493734,67.18346970662094,165,0
??,303.871193172237,312.27104449058504,2240.517316987849,48.87745252848071,32,0
??,299.1984869768632,306.07301210370673,1536.772538068254,10.299264151814691,26,0
Medium,299.9689551850005,307.0604856021289,2314.307534460092,46.384494043658385,48,0
Medium,304.1694204820092,306.475518468287,1695.6473066364738,37.697004449578074,177,0
Low,302.7629047751595,312.96947755575223,2596.810092728904,30.75125579029913,142,0
??,296.30501264117186,305.6289262245249,1739.0621385463369,63.98800539425127,107,0
High,300.65419967607744,311.8658650211443,2191.5133686468753,72.96499185611957,204,1
Low,299.4225227651956,308.66456920753194,1657.4840954463812,63.385716254157714,179,0
Medium,302.9721107257876,312.557912428853,2667.5544722274853,69.27408071136112,225,0
??,302.2423254761195,314.64383418784035,2449.593569645076,73.61466602478212,67,0
High,301.9040572191107,306.14545299586484,1589.284602151365,73.88405179635345,98,0
High,298.405448354799,308.1438504106746,2718.0747400938553,18.024670009773022,18,0
Low,303.04963730399254,313.10125427718856,1771.4521433219652,41.94698422210131,222,0
??,295.5239129559486,307.66158386051177,2242.9839162675,10.020053207503722,24,0
??,296.5962490143217,307.1512059704604,2388.5651697830344,45.45238092925708,103,0
Medium,298.3562327297791,313.2537797786897,1236.6434583438597,74.69707540406536,75,0
??,295.7680744106928,314.8708236400597,2734.347753851594,23.93716032787214,75,1
??,297.3499427753469,310.56880590147966,1751.1060897397838,54.78506401366057,105,0
Low,303.3015098299792,307.7804874833334,1503.6462294899588,55.10653324925256,152,0
??,304.48251537790077,308.98565961600053,2561.132466765597,21.224778928144104,32,0
High,298.04602355774193,306.7013032738361,2324.638852517463,26.696920752222223,187,0
Low,297.6451580398884,312.61887278890754,1338.789236197364,42.34152487721688,36,0
Low,297.7989265224643,312.7347401782277,1387.2713302028312,23.17465635180418,91,0
Medium,297.77719087350846,313.75120992382494,2344.3069930458387,50.94957849671564,123,0
??,295.35930182185973,305.26602563596566,1319.6532095345344,43.91792117155883,243,0
Medium,304.2691634633111,310.6198134162638,2667.480696198504,46.34387249586612,42,0
High,297.1369814157033,307.14255434343187,2386.464219116213,19.412728697438865,125,0
Low,299.2000407408141,308.4088301549236,1736.7875295471822,46.20762778070504,8,0
Low,295.09686882740965,312.8495561528651,1780.7020467605412,13.463473373789752,13,0
Low,303.57955090915056,306.92033652361494,2010.393753926562,71.70747086081772,130,0
High,302.3115734445492,311.3834175058109,1777.5510618376643,34.02747835639147,68,0
High,304.467560351737,311.54566191223597,2453.5496823013054,69.94361273849952,183,0
Medium,302.816154791964,314.540939149023,2759.579110562585,59.11594581213907,25,0
Medium,298.1370651205207,312.75160928528936,2135.2344247011088,63.63208125080267,126,0
Medium,297.47873358728424,313.03635147153693,1913.6597242680464,32.01811461772459,52,0
??,301.9771630755329,310.31600749017895,1556.4386244291475,25.94207578838386,40,0
Low,298.641127750105,306.8678080716237,2245.4934707964803,38.471838768878044,81,0
Low,300.6621501575262,309.2556336571835,2296.9229789046353,11.695810368895954,101,0
Medium,295.0625747102647,310.4948957351182,2296.304971222982,74.31289738078446,20,0
Low,295.6188570168047,311.7841925171371,1243.1760573895876,37.09099861762871,120,0
Medium,300.35367941181653,311.0770911183193,2638.5953610567535,79.19896233904954,38,0
??,300.66071646448165,308.9397782891724,1740.9705014866827,63.3014594565189,207,0
??,302.51452944459345,307.6531310699584,2390.6652199705745,15.636050685951734,231,0
High,296.31965319623964,306.68230843203685,2415.6910513605117,56.21317944898031,150,0
??,300.1318308375678,311.93845386272267,2240.8879660995835,28.95874153865686,220,0
Medium,296.9444764443169,311.45398674312486,1831.7864370308675,27.06030519069661,201,0
??,295.93196119562697,311.87372465757807,2173.414746906441,27.9593868932249,185,0
High,299.1049579406056,308.72527452802797,1264.3179060126024,74.12525340849719,68,0
Low,296.6333664808906,307.6240782257074,2419.0332675006503,44.998612324996245,74,0
Medium,297.2178197819232,312.5972132868093,1359.3418373253423,56.86296291681241,156,0
Low,298.175545798695,312.7364739505533,1834.8014812793626,29.666347805979047,61,0
High,297.59388400743194,309.5561637396684,1365.7900602639465,46.606811862958274,180,0
High,295.8759129740595,311.11904084767326,2539.319113310551,34.50700967478329,44,0
High,295.899162448597,308.7351966423174,2080.4838294975348,32.47973282774805,26,0
Low,296.9324941523417,312.01947200119804,2305.528192270836,27.287819357914856,115,0
Low,295.5055918795954,313.3572159664787,2292.131471748181,38.630482894538034,161,0
Low,301.2645701967693,311.8823327733565,2546.569970653607,56.2021077441016,141,0
Low,297.87326716508903,310.12582626847137,1412.1110453522156,25.54306432469763,40,1
High,297.7974596776907,309.5865795949237,2255.5650246478144,77.58107908141452,105,1
High,298.31998294237764,311.4231965097574,2120.214487045852,18.722817352456666,73,0
Medium,301.6279627420972,311.7981089160133,1249.4353961141046,43.61450454050054,59,0
Medium,303.7063388148349,310.5872944352454,1522.2766541164842,15.951975144874458,41,0
Low,302.5908693255564,311.24942275107395,1628.1144662051533,11.5865724748307,121,0
??,302.27529230225093,305.9658868249453,1316.0902006866659,74.58741237888545,178,1
??,299.8439118560085,314.51765516142325,1767.5516894380823,66.72693557654439,202,0
High,301.93805556967413,312.90773063732036,1243.524013944761,,10,0
High,300.5276236803358,308.73927869706785,2085.093587612367,70.56335692049613,162,0
High,297.16250528186526,310.6281261095363,1538.4015369276597,66.199389607881,146,0
Medium,297.0858836774105,305.4732453013642,1659.2049688147176,55.30664046904745,215,0
Medium,297.9639200687528,305.4122781399906,2656.7546018740545,69.31396280378584,117,0
High,304.10802670969815,307.5079833511196,2004.5069585976407,37.35603874220737,64,0
High,300.47414840379724,311.8970164236462,1630.4222899910653,48.69262832645883,203,0
High,302.3390537700187,313.5214774780001,2157.5388131969057,64.34174570850519,188,0
??,298.4655875981655,310.5918587997985,1522.674295787993,15.935861137244265,46,0
Medium,299.07715770665226,310.3213273958235,1319.0330972226957,70.10518270137388,13,0
??,296.25565578637253,309.02309533791464,1233.45016704043,20.978131898762353,66,0
??,296.7129495782167,306.61597955958024,2722.44647260201,70.51788770282775,179,0
High,303.27356554826144,306.1835410132659,2359.3773186289864,31.79330101430489,108,0
High,300.8483863168888,312.6067976122097,2479.917037267812,32.87479921784529,241,0
Low,298.37532465883817,314.27503551296576,2769.468365086131,15.176408290879088,159,0
Low,303.0285120899555,309.58283216386275,2690.605925461503,72.01297367270246,207,0
??,297.46519905637984,311.5944565871564,2379.061117820025,22.215728167360872,229,0
Medium,304.76032698600204,314.1445765088094,2310.3793117109108,54.10349314259107,9,0
High,298.4481760774617,305.90113632934145,1738.9599950966026,55.077731947746564,123,0
High,298.3731095415123,312.7048145311903,1366.4276028721633,29.680605239025212,16,0
??,298.11911905536704,311.1681688437558,2117.9560773881217,78.99626702197631,240,0
Low,296.22111515924286,310.98637178829864,2122.005272141748,14.491635267775944,167,0
Medium,296.1113714733201,307.92540428481567,2723.5796566651907,52.551040769406285,195,0
Low,301.48105034534126,311.8389335477768,1908.113290658735,43.568074922003234,190,1
Low,303.7511804455805,312.94797754820775,2305.2921988897097,27.183887500309226,142,0
Low,302.90520510271676,306.12858164943697,2119.953003834755,21.44861979260625,96,0
Low,296.4110759402135,310.3352143098098,1482.816366561679,61.59590507112905,166,0
High,300.4558212179207,306.0126518098741,2147.3028924078667,74.14204121368304,56,0
High,296.0559154597664,313.72574019297645,2064.186734980512,17.52823833683057,137,0
Low,295.4529464361308,310.0763672265635,1990.2495902549688,23.578614847420383,70,0
Medium,301.56385859384767,313.07965689260755,2021.4766938375597,79.03888231068957,96,0
??,300.3515233368035,308.6808563766621,1462.380755134193,11.051587196651223,16,0
Medium,295.8202368521147,306.2507822681633,1941.5643699690686,45.57763787570463,75,0
Medium,295.34939246405986,305.4149930438571,2169.045234914555,46.127899505727,16,0
Medium,304.89756413409333,307.81509620772374,1983.118717896863,28.421306760204168,110,1
Low,,307.4423370036408,1981.8979122018357,56.412021631056255,119,0
High,299.4452825305016,310.6035197401996,1324.0283356687773,76.14586344989095,143,0
Medium,300.04619024607695,305.2173883806371,1505.2386432267515,41.5149751669604,118,0
Low,,310.20570544299176,1713.556308440801,62.459365378083334,77,1
Medium,296.69061778439715,308.91771742012,1870.9551902814505,55.22491814900208,2,0
Medium,298.51805006410353,310.7712226991444,2150.299910173767,43.10593044792004,242,0
Low,302.6167587621366,312.02417528150363,2581.352167236897,13.486860986224327,107,0
High,300.0708242406027,311.34091945079837,1454.6635809418462,61.92248634700927,50,0
High,301.3790187455296,314.84644369373365,1224.140848337112,35.42760129850241,113,0
??,304.85174555090674,306.3826534387687,1918.7794092414651,25.714628188169463,93,0
Low,302.6800543531321,309.2973700892978,1891.364635858605,76.37880548517194,173,0
??,299.3436149814122,309.2483073664331,2083.041949592276,64.14519386830133,115,0
??,299.4644192179655,309.1705320370292,2533.154834194401,77.35880771738556,182,0
??,301.18772077041007,311.6379839204267,2483.7768815719646,27.935185251591303,104,0
High,301.65365208418905,309.8982806054672,1360.069255088018,68.5055329304521,98,0
Low,300.0071092583667,310.17432559812966,2694.392586682678,52.540498298337845,153,0
??,301.4486122281498,309.3235599214676,1376.6630314791114,78.70525825122537,246,0
Low,295.235324944141,314.9169946101856,2215.3128136547775,76.24218619295601,75,0
Low,299.29622863896844,314.2756134881904,2275.850069752921,78.10776314598917,158,0
High,297.7893807607348,308.0772418936437,2287.803979556941,76.62373328379594,243,0
??,296.2917444524311,306.1159392476667,1624.5618746806254,10.53626068233073,80,0
??,295.99546512808774,313.39764724038605,1728.5521468239872,61.87597871054826,228,0
Low,301.03192165614666,314.97170251425723,2077.883000239035,29.035419284674923,71,1
Medium,300.23600547152614,307.9260889403965,1519.3399932801574,59.351896688676966,146,0
High,,308.57784925841764,1232.496748533362,78.6427840877736,217,0
High,299.70950058772513,314.416331814852,2099.431127213721,12.755157348913118,195,0
High,299.92232315182406,312.1112951800309,1944.4457152192117,49.68914827075453,142,0
High,296.95008980438615,307.95638331779634,2250.7699299575393,61.44672106817385,242,0
??,301.5209306188165,310.81046491283917,1434.7209213338558,27.735114755036484,110,0
??,302.8091935638609,314.4422957936426,2545.4798313437623,25.75853559469997,57,0
Medium,302.9146354088952,313.1181310694578,1433.9543815368436,14.224185378131669,77,0
High,301.02469830703456,312.4183271372866,2626.1497678080377,16.57439000176529,157,0
High,300.11638582519015,312.36996311727023,1919.2338761531248,55.97249375938531,47,0
Low,295.61007143005395,306.7802032429227,2079.6884149963116,45.36474333223656,55,0
??,297.8783129885161,313.24681239227937,2634.530137542382,12.105055923736217,41,1
High,295.9327144677817,307.76118632443456,1679.8608775633072,77.87632311269361,23,0
Medium,304.63823160878474,314.30366657901527,1490.9231939858423,55.92321086421635,109,0
Medium,296.3508014622576,308.6463999101378,1913.2025933111258,46.08279983112058,51,0
??,296.51775409851103,313.5766039704226,1590.9875656443307,29.090696563849633,170,0
Medium,303.89576618330494,307.66233494517803,2044.5502584645074,56.066921936525226,33,0
Medium,,310.1452693658224,1640.4125831109063,35.49175040178989,187,0
??,302.6582903923491,306.0688529548906,2583.1832569527314,59.17459138637427,210,0
High,295.0540492367267,311.60118902996174,2171.7193476123616,57.780034421473495,2,0
High,295.01346270956566,313.3607927516684,1200.3850715886435,16.492065658689054,67,0
Medium,298.7810076978745,312.1844728130242,2488.7579754877197,73.64824958176942,138,0
Medium,,310.23258512938656,1728.3397387618334,44.08819761211769,140,0
High,295.183861421516,305.4511587860146,1712.3327746479313,37.506145727658776,49,0
??,299.64066689404507,314.3344100717086,1812.9004994151478,76.8823500540145,81,0
Medium,304.4306189740697,312.05489548578635,2208.420044934529,40.674649677784814,18,0
Low,298.2381957490243,312.45864238365334,1907.2971366307568,60.48546418321451,43,0
??,301.61140678428694,312.9468057551081,2205.816874511524,55.859553407488534,160,0
Medium,301.5223535313244,312.4774342592761,1434.8491546172677,21.559806865813965,247,0
Medium,297.5108010366517,309.4111616409833,2752.263143238537,79.37999416201959,165,0
Low,301.50425248823865,312.3362182928795,2367.3700593341823,42.452302560362064,2,0
Low,,311.2502678781033,1600.3313714854128,37.6347800692116,112,0
High,296.22007413576887,313.54016333668784,2358.6718529196414,74.3729444927261,226,0
??,302.0138328555969,313.0245981533737,2120.040730018623,47.0466835603977,64,0
??,296.1344081710392,305.4137438246726,1374.7023942456235,59.355387335051866,162,0
High,,308.788870903326,1485.1142828610018,69.23722330834076,163,0
??,296.8345240115023,305.3471615218389,1266.0930270743438,26.484607700716285,165,0
??,300.9414186275646,306.020749247661,2494.78091467949,21.862660963617067,38,0
??,299.1137457141259,311.0141072200361,2082.727604152376,14.795476391370418,246,0
??,296.26386422405665,313.73821821162255,1706.797837840339,72.79933094722458,152,0
??,295.27843907577414,306.1982475870927,1402.15184324512,24.025696632020413,63,0
Low,301.22732282292833,309.51089287466834,1974.4734015366066,31.542783084507573,103,0
??,303.06757563789125,314.1087890480644,2040.418154748702,30.006484825526577,12,0
Low,303.4201566150674,313.14300983671586,2323.117601568809,,67,0
??,299.82713473076933,310.1966789646593,2751.8995367153466,56.76427887801029,69,0
High,302.77455467182386,312.7157143932883,1895.9128486517995,76.78794911183768,74,0
Medium,301.72847133488546,310.22693774044535,1849.6547305509907,33.06174051702783,0,0
Low,302.24254527499136,306.58092337282847,1791.888007344196,38.53530082610878,199,0
??,299.92599005221814,306.2473611322168,2523.0782543469777,63.98028888760278,181,0
High,301.33411740242127,306.8836823206707,1450.1075542387807,40.26365609313801,97,0
Medium,303.0552591357606,308.5092209496568,1750.1006458161432,74.82299375482332,103,0
Low,298.9788417555702,314.3052926767402,2359.9532878006257,45.22526355216516,115,0
Medium,303.05978900867586,312.996784136536,1225.1118965479143,34.34143990345308,136,0
High,300.92016842789064,309.3280156122632,1663.0091577691114,78.01007386139888,163,0
Low,296.6590102437079,309.93076709787573,2226.3154604075357,39.80473132449259,112,0
Medium,295.24684157224584,307.65609457666415,1497.5233568012875,26.18224098316298,102,0
??,298.6275360039915,312.0435295647213,1684.336910598834,22.439057035267304,233,0
Low,300.4669632829634,313.0276567146204,1977.6721191731667,79.6626928079828,36,0
Medium,303.39820352203486,307.38904695667577,1875.2377055514994,62.70913851901944,105,0
High,296.27485680140245,305.41821623786467,1369.6435039286062,38.60618582186265,186,0
High,,311.23888943162973,2701.1765156090123,67.8454339996533,107,0
Low,303.63009046067225,310.6251211913532,1270.8683529313485,48.276429066013954,20,0
Medium,296.50687487000835,309.0213115502888,2399.5884102765085,32.21727015432907,147,0
